pl_name,is_exoplanet,hostname,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
EPIC 212141021.01,FALSE POSITIVE,EPIC 212141021,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.91825,0.0002,-0.0002,0.0,,,,,1.65,0.13,-0.2,0.0,0.147,0.012,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.776,0.045,-0.013,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h31m41.08s,127.9211671,+22d50m29.71s,22.8415869,274.014,2.199,-2.165,13.525,0.092,-0.092,11.242,0.017,-0.017,13.2686,0.00026,-0.00026,2019-09-05,2019-09,2019-09-05
EPIC 212150006.01,FALSE POSITIVE,EPIC 212150006,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.898344,1.4e-05,-1.3e-05,0.0,,,,,9.8,3.3,-15.0,0.0,0.87,0.29,-1.3,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.9,0.1,-1.3,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h32m40.69s,128.1695507,+23d01m55.21s,23.0320039,,,,14.858,0.092,-0.092,12.948,0.031,-0.031,14.6651,0.001354,-0.001354,2019-09-05,2019-09,2019-09-05
EPIC 212152341.01,FALSE POSITIVE,EPIC 212152341,CANDIDATE,Pope et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,6.676,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4036.0,128.0,-128.0,0.0,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m00.98s,132.7540985,+23d05m01.18s,23.0836613,769.424,358.066,-198.134,19.6298,0.0538,-0.0538,,,,19.0658,0.002445,-0.002445,2016-07-18,2016-10,2016-07-18
EPIC 212154158.01,FALSE POSITIVE,EPIC 212154158,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.023613,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6658.58,134.97,-74.66,0.0,2.97485,0.173707,-0.272947,0.0,1.4,0.325476,-0.183605,0.0,0.194,0.012,-0.012,0.0,[M/H],3.63727,0.133336,-0.082941,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h06m11.60s,136.5483277,+23d07m24.95s,23.1235964,1223.87,82.15,-72.67,12.267,0.092,-0.092,11.044,0.02,-0.02,12.1703,0.000636,-0.000636,2019-02-26,2018-07,2019-02-26
EPIC 212159514.01,FALSE POSITIVE,EPIC 212159514,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.545702,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,5330.0,170.0,-170.0,0.0,4.752,0.307,-0.307,0.0,,,,,,,,,,3.514,0.071,-0.071,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m54.50s,133.2271026,+23d14m34.16s,23.2428226,2031.74,131.2,-116.63,14.055,0.114,-0.114,11.749,0.018,-0.018,13.7199,0.000184,-0.000184,2019-02-26,2018-07,2019-02-26
EPIC 212159623.01,FALSE POSITIVE,EPIC 212159623,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.70751,0.00065,-0.00062,0.0,,,,,1.52,0.13,-0.23,0.0,0.136,0.012,-0.021,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.998,0.041,-0.053,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m36.99s,127.6541149,+23d14m42.36s,23.2451004,329.537,5.571,-5.393,12.497,0.069,-0.069,10.922,0.021,-0.021,12.3979,0.000226,-0.000226,2019-09-05,2019-09,2019-09-05
EPIC 212163353.01,FALSE POSITIVE,EPIC 212163353,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,5.173531,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5188.24,130.26,-100.29,0.0,1.14689,0.065461,-0.061574,0.0,0.88,0.106544,-0.109979,0.0,-0.1769,0.0443,-0.0443,0.0,[M/H],4.2635,0.069103,-0.094395,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h56m51.12s,134.213013,+23d19m49.60s,23.3304435,509.353,7.668,-7.448,13.806,0.126,-0.126,11.526,0.02,-0.02,13.5264,0.000169,-0.000169,2019-02-26,2018-07,2019-02-26
EPIC 212171851.01,FALSE POSITIVE,EPIC 212171851,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,5.489456,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5151.0,149.0,-149.0,0.0,3.27338,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h53m19.87s,133.3328045,+23d31m54.29s,23.5317481,1869.17,297.53,-230.71,14.371,0.172,-0.172,11.894,0.019,-0.019,14.1039,0.005714,-0.005714,2019-02-26,2018-07,2019-02-26
EPIC 212175087.01,FALSE POSITIVE,EPIC 212175087,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.699705,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6804.44,23.0,-23.0,0.0,2.09781,,,0.0,1.46,,,0.0,-0.0707,0.0214,-0.0214,0.0,[M/H],3.95889,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h00m54.16s,135.2256611,+23d36m36.70s,23.6101958,1531.04,71.495,-71.495,13.34,0.103,-0.103,12.27,0.02,-0.02,13.3519,0.007702,-0.007702,2019-02-26,2018-07,2019-02-26
EPIC 212181307.01,FALSE POSITIVE,EPIC 212181307,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.555317,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5295.0,227.0,-227.0,0.0,1.07851,,,0.0,0.91,,,0.0,,,,,,4.33146,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h03m13.21s,135.8050393,+23d46m17.70s,23.7715847,1347.23,128.37,-108.49,15.903,0.115,-0.115,13.728,0.038,-0.038,15.6827,0.016852,-0.016852,2019-02-26,2018-07,2019-02-26
EPIC 212181460.01,FALSE POSITIVE,EPIC 212181460,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.569192,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6510.0,127.0,-127.0,0.0,1.51974,,,0.0,1.34,,,0.0,,,,,,4.20163,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h47m43.18s,131.9299153,+23d46m30.17s,23.7750461,1683.08,109.35,-97.11,14.768,0.137,-0.137,13.407,0.044,-0.044,14.4458,0.002064,-0.002064,2019-02-26,2018-07,2019-02-26
EPIC 212182233.01,FALSE POSITIVE,EPIC 212182233,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.751394,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5480.0,126.0,-126.0,0.0,1.27317,,,0.0,0.96,,,0.0,,,,,,4.21057,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h43m43.89s,130.9328783,+23d47m47.55s,23.7965421,1295.54,84.11,-74.68,15.421,0.115,-0.115,13.335,0.037,-0.037,15.0404,0.002814,-0.002814,2019-02-26,2018-07,2019-02-26
EPIC 212194007.01,FALSE POSITIVE,EPIC 212194007,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.17715,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,6390.0,200.0,-200.0,0.0,2.529,0.105,-0.105,0.0,,,,,,,,,,3.846,0.036,-0.036,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h57m21.02s,134.3375726,+24d06m50.91s,24.1141415,920.972,37.117,-34.401,12.809,0.114,-0.114,11.096,0.023,-0.023,12.6655,0.00094,-0.00094,2019-02-26,2018-07,2019-02-26
EPIC 212207194.01,FALSE POSITIVE,EPIC 212207194,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,9.148701,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6072.0,134.58,-111.47,0.0,1.8215,0.097716,-0.100917,0.0,1.13,0.152965,-0.15301,0.0,,,,,,3.97029,0.089242,-0.075784,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h38m16.88s,129.5703396,+24d30m43.27s,24.5120206,599.545,21.512,-20.097,12.246,0.057,-0.057,10.803,0.018,-0.018,12.128,0.000238,-0.000238,2019-02-26,2018-07,2019-02-26
EPIC 212207368.01,FALSE POSITIVE,EPIC 212207368,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.190316,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,3420.0,200.0,-200.0,0.0,0.335,0.027,-0.027,0.0,,,,,,,,,,4.916,0.043,-0.043,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h44m13.28s,131.0553251,+24d30m58.63s,24.5162853,157.625,1.294,-1.294,16.87,0.2,-0.2,12.747,0.025,-0.025,15.8929,0.000389,-0.000389,2019-02-26,2018-07,2019-02-26
EPIC 212208163.01,FALSE POSITIVE,EPIC 212208163,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2.724469,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6707.0,141.0,-141.0,0.0,1.60222,,,0.0,1.42,,,0.0,,,,,,4.18091,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m05.30s,130.2720943,+24d32m32.76s,24.5424323,2967.26,486.93,-380.27,15.639,0.16,-0.16,14.182,0.058,-0.058,15.4373,0.003571,-0.003571,2019-02-26,2018-07,2019-02-26
EPIC 212210390.01,FALSE POSITIVE,EPIC 212210390,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,12.886147,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5033.0,116.89,-119.89,0.0,0.805017,0.050981,-0.044326,0.0,0.84,0.088822,-0.106646,0.0,,,,,,4.55074,0.073286,-0.093049,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m43.25s,132.9302232,+24d37m02.00s,24.6172215,278.166,2.513,-2.469,13.375,0.103,-0.103,11.196,0.023,-0.023,13.1188,0.000561,-0.000561,2019-02-26,2018-07,2019-02-26
EPIC 212214592.01,FALSE POSITIVE,EPIC 212214592,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.723102,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5897.77,118.43,-118.43,0.0,1.19162,,,0.0,1.07,,,0.0,0.036,0.115,-0.115,0.0,[M/H],4.31518,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h46m23.05s,131.5960511,+24d45m24.99s,24.7569414,700.399,12.698,-12.698,13.478,0.103,-0.103,11.898,0.02,-0.02,13.4893,0.002826,-0.002826,2019-02-26,2018-07,2019-02-26
EPIC 212219881.01,FALSE POSITIVE,EPIC 212219881,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,6.924808,,,0.0,,,,,8.5,,,0.0,0.76,,,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,5300.0,70.0,-70.0,0.0,0.795,0.027,-0.027,0.0,,,,,,,,,,4.55,0.037,-0.037,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h47m05.93s,131.7746924,+24d56m21.88s,24.9394118,767.471,31.215,-28.91,15.539,0.057,-0.057,13.408,0.036,-0.036,15.1695,0.000507,-0.000507,2019-02-26,2018-07,2019-02-26
EPIC 212221986.01,FALSE POSITIVE,EPIC 212221986,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.526018,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3614.0,157.0,-157.0,0.0,0.671247,0.02257,-0.02257,0.0,0.642823,0.021696,-0.021696,0.0,,,,,,4.59239,0.014553,-0.014553,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m30.20s,133.8758538,+25d01m13.99s,25.0205528,265.78,6.738,-6.738,14.09,1.03,-1.03,11.807,0.022,-0.022,15.258,0.001715,-0.001715,2019-02-26,2018-07,2019-02-26
EPIC 212223307.01,FALSE POSITIVE,EPIC 212223307,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.190354,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,6350.0,180.0,-180.0,0.0,2.407,0.048,-0.048,0.0,,,,,,,,,,3.88,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h44m16.16s,131.0673398,+25d04m32.77s,25.0757683,329.005,5.423,-5.252,10.152,0.007,-0.007,8.872,0.017,-0.017,10.1093,0.000414,-0.000414,2019-02-26,2018-07,2019-02-26
EPIC 212225413.01,FALSE POSITIVE,EPIC 212225413,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.793048,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5459.0,134.0,-134.0,0.0,1.76335,,,0.0,0.95,,,0.0,,,,,,3.92312,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h47m21.24s,131.8385066,+25d09m56.25s,25.1656263,888.636,23.893,-22.696,13.723,0.08,-0.08,11.814,0.021,-0.021,13.5606,0.003691,-0.003691,2019-02-26,2018-07,2019-02-26
EPIC 212225806.01,FALSE POSITIVE,EPIC 212225806,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.594392,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5552.0,189.0,-189.0,0.0,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m38.94s,130.4122681,+25d10m57.59s,25.1826645,913.25,39.887,-36.744,15.331,0.172,-0.172,13.595,0.036,-0.036,15.3063,0.011166,-0.011166,2019-02-26,2018-07,2019-02-26
EPIC 212225986.01,FALSE POSITIVE,EPIC 212225986,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.160308,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4331.0,127.48,-111.8,0.0,0.883616,0.065445,-0.079429,0.0,0.677,0.084728,-0.074084,0.0,,,,,,4.37613,0.089557,-0.108995,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h42m49.69s,130.7070546,+25d11m27.92s,25.1910877,228.349,1.185,-1.174,14.001,0.16,-0.16,10.76,0.017,-0.017,13.3883,0.001184,-0.001184,2019-02-26,2018-07,2019-02-26
EPIC 212227092.01,FALSE POSITIVE,EPIC 212227092,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,5.190254,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,3120.0,10.0,-10.0,0.0,0.645,0.012,-0.012,0.0,,,,,,,,,,3.97,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h48m22.11s,132.092118,+25d14m35.79s,25.2432742,207.293,4.331,-4.16,17.27,0.2,-0.2,12.255,0.022,-0.022,16.0693,0.000825,-0.000825,2019-02-26,2018-07,2019-02-26
EPIC 212228567.01,FALSE POSITIVE,EPIC 212228567,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,11.480611,0.003732,-0.004141,0.0,,,,,23.562,5.151,-3.322,0.0,2.10206446,0.45954223,-0.2963695,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G5,4692.0,138.0,-138.0,0.0,5.415,0.784,-0.674,0.0,1.48,0.81,-0.528,0.0,0.046,0.235,-0.235,0.0,[Fe/H],3.138,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m48.87s,132.7036152,+25d19m02.68s,25.3174101,2622.55,336.04,-272.62,14.69,0.08,-0.08,12.002,0.015,-0.015,14.4279,0.003283,-0.003283,2021-11-19,2021-12,2021-11-19
